created_at,favorite_count,favorited,geo,hashtags,posicion,retweet_count,retweeted,source,text,user_location,user_name
Thu Dec 13 15:44:28 +0000 2018,0,False,,[],no,1,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@torcarola @AmelieGranata Lo partidizan y lo ideologizan las del Colectivo Verde de Actrices Argentinas. Cuando tod… https://t.co/qRE4FfzMAT,1era,Laura  Salzman 💗❤️💙
Thu Dec 13 15:36:30 +0000 2018,0,False,,"['Aborto', 'AbortoLegal']",no,15,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @moushes: Las tasas de #Aborto han disminuido de forma significativa en países con #AbortoLegal que han introducido la obligación de mos…,mexico,Claudia Chejin
Thu Dec 13 15:26:49 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,,@VillaMar
Thu Dec 13 15:21:38 +0000 2018,0,False,,[],no,4309,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @GillianA: Adios Buenos Aires! Thank you thank you to everyone I met over the last couple days @ArgenComicCon for welcoming me so loving…,,Rosario Bassa
Thu Dec 13 15:21:26 +0000 2018,0,False,,[],no,52,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,Córdoba ,Pilar Torreblanca
Thu Dec 13 15:21:08 +0000 2018,0,False,,[],no,1,False,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Esta es mi historia, esto tuve que soportar pero ya no voy a callarme más.
Basta. No va a quedar todo impune.… https://t.co/axL7IJtvxW",,Jaqui arias
Thu Dec 13 15:18:40 +0000 2018,4,False,,"['soros', 'abortolegal', 'metoo', 'LTGB', 'legalizaciondemarihuana']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@_LauraDiMarco #soros #abortolegal #metoo #LTGB #legalizaciondemarihuana . Todo muy raro,,🍺El_Trompeta🍺
Thu Dec 13 15:15:48 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK",mystic falls,sandra. TVD 💜
Thu Dec 13 15:15:43 +0000 2018,0,False,,['AbortoLegal'],no,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Castrillón recibió apoyo a la acción judicial https://t.co/7B4gGiFyzN #AbortoLegal,"Entre Ríos,Argentina",Informe Digital
Thu Dec 13 15:14:31 +0000 2018,0,False,,['CONMISHIJOSNOTEMETAS'],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#CONMISHIJOSNOTEMETAS Mejor hagan una marcha ustedes que son tan cristianos,para que la Iglesia done a los pobres y… https://t.co/aCTfCo7F36",,Sonfrasesde13razones
Thu Dec 13 15:09:31 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK","BsAs, Banfield city",MIKEILA
Thu Dec 13 15:09:17 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,,Jelen
Thu Dec 13 15:05:23 +0000 2018,5,False,,[],no,1,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Me da risa que digan que al legalizar el aborto todo mundo va a empezar a abortar como si fuera un método anticonce… https://t.co/tACDRCcJ2z,"Culiacán, Mx",Samantha
Thu Dec 13 15:04:56 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,"Sanlúcar de Barrameda, España",*ContraLaDerecha✊💪*
Thu Dec 13 14:59:24 +0000 2018,0,False,,[],no,117,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @ManuelaC22: ¿Qué compromiso para erradicar la violencia hacia las mujeres si pone todas las fuerzas del gobierno en contra de que exist…,"General Rodríguez, Argentina",Ani
Thu Dec 13 14:56:13 +0000 2018,0,False,,"['Aborto', 'AbortoLegal']",no,15,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @moushes: Las tasas de #Aborto han disminuido de forma significativa en países con #AbortoLegal que han introducido la obligación de mos…,,Fernando Nuñez
Thu Dec 13 14:55:40 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,Ciudad Autónoma de Buenos Aire,JuanDeAlmagro
Thu Dec 13 14:54:12 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,,Maki 💙
Thu Dec 13 14:52:39 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK",🌵 Al oeste del sol ☀️,Nazarena🎧
Thu Dec 13 14:52:01 +0000 2018,0,False,,[],no,4309,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @GillianA: Adios Buenos Aires! Thank you thank you to everyone I met over the last couple days @ArgenComicCon for welcoming me so loving…,,Dana Mulder 👽👽🛸🛸
Thu Dec 13 14:48:37 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK",,Nazarena 💚
Thu Dec 13 14:48:32 +0000 2018,1,False,,['Haedo'],no,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HACIENDO HISTORIA: LA LUCHA POR EL ABORTO LEGAL EN EL OESTE 💚
En #Haedo se convoca a una instancia para compartir y… https://t.co/socJEMvZ6g","Buenos Aires, Argentina",SomosConurbano
Thu Dec 13 14:48:06 +0000 2018,0,False,,"['Aborto', 'AbortoLegal']",no,15,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @moushes: Las tasas de #Aborto han disminuido de forma significativa en países con #AbortoLegal que han introducido la obligación de mos…,"Cartago, Costa Rica",Mauricio Molina - †ن
Thu Dec 13 14:47:02 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,,Dany Buffarini
Thu Dec 13 14:42:59 +0000 2018,1,False,,['AbortoLegal'],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@SofiSoloneski #AbortoLegal por si te sale como rosario,Posadas,Tamara🎗
Thu Dec 13 14:41:17 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK","Velaris, City of Starlight",Laura Shelby❄️☃️
Thu Dec 13 14:39:35 +0000 2018,0,False,,"['Aborto', 'AbortoLegal']",no,15,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @moushes: Las tasas de #Aborto han disminuido de forma significativa en países con #AbortoLegal que han introducido la obligación de mos…,España,CharlieAllnut 33 13ن
Thu Dec 13 14:36:29 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK",tpdt | my kirsten ÷,gracias bella
Thu Dec 13 14:35:14 +0000 2018,16,False,,"['Aborto', 'AbortoLegal']",no,15,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Las tasas de #Aborto han disminuido de forma significativa en países con #AbortoLegal que han introducido la obliga… https://t.co/n1jc846iE7,"Monterrey, NL, México","Moisés,‏ Dura Lex ن"
Thu Dec 13 14:34:15 +0000 2018,0,False,,[],no,52,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,La ciudad de la Furia.,jsaenz607 💙 🌊
Thu Dec 13 14:34:03 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,"JUNIN DE LOS ANDES, NEUQUEN AR",LATIENDOJUNTOS
Thu Dec 13 14:34:02 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,Tucumán - Argentina,Sebastian G
Thu Dec 13 14:30:24 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,,Domenza✨
Thu Dec 13 14:27:30 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK","Ciudad Autónoma de Buenos Aires, Argentina",MER.
Thu Dec 13 14:26:03 +0000 2018,0,False,,[],no,13,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @camila_duro: ""un trabajo de bisturí sin anestesia"" 
Acá @cuervotinelli cortando polleras y haciendo comentarios libidinosos en pleno pr…",ARGENTINA,kiensoy
Thu Dec 13 14:25:47 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,Argentina,Yanina Pavía
Thu Dec 13 14:19:36 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK",,Florencia
Thu Dec 13 14:17:51 +0000 2018,0,False,,"['Abortolegal', 'UrbanDance', 'Bts', 'MicDrop']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#Abortolegal 💚✊#UrbanDance #Bts #MicDrop https://t.co/jhLqmGWVtI,,Kevin Gil
Thu Dec 13 14:15:15 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK","Buenos Aires, Argentina",Cami Nuñez
Thu Dec 13 14:10:08 +0000 2018,0,False,,"['argentina', 'abortolegalya', 'quesealey']",no,1,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @_rosabrava: En 2018, los hashtags con mayor crecimiento fueron #argentina (3.7 millones), #abortolegalya (213K), #quesealey (115K) y #a…",Ciudad Jardín / Belgrano,Bona
Thu Dec 13 14:09:55 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK","Calle Wallaby 42, Sidney.",⚪🔴⚪
Thu Dec 13 14:09:17 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,Bella Vista,Carla Nicole 💙❤️🇦🇷✝️
Thu Dec 13 14:07:48 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK","Monte Grande, Buenos Aires",Caro ⚪🔴⚪🌈
Thu Dec 13 14:05:18 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,,Skalibily
Thu Dec 13 14:04:53 +0000 2018,0,False,,[],no,4,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Flor_Moragas: Hoy estuve en @C5N Estamos agrandando las fisuras del patriarcado, más temprano q tarde lo vamos a tirar, pq estamos junt…",,Fla 💚
Thu Dec 13 13:52:45 +0000 2018,0,False,,"['BOLSAEstupro', 'AbortoLegal', 'Aborto', 'MeuCorpoMinhasRegras']",no,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NÃO ao #BOLSAEstupro!!! Mil vezes NÃO!!! Mulher: seu corpo, suas regras!!! #AbortoLegal #Aborto #MeuCorpoMinhasRegras",,GIGI_CC
Thu Dec 13 13:50:37 +0000 2018,0,False,,[],no,52,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,La vida es algo que nos excede,Eme Ka
Thu Dec 13 13:44:53 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,"Córdoba, Argentina",Eduardo Volpacchio
Thu Dec 13 13:44:30 +0000 2018,0,False,,"['AbortoLegal', 'Salud', 'Argentina', 'Geopolitica', 'Mundo']",no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#AbortoLegal #Salud #Argentina #Geopolitica #Mundo https://t.co/ZjJGbAHZrG,"Moreno, Argentina",Esteban Nicolau
Thu Dec 13 13:42:05 +0000 2018,2,False,,[],no,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Eso es Lo que pasa cuando las mujeres damos chance de que cuatro pelagatos definan nuestros derechos con politicas… https://t.co/QWe55o1MEP,Planet Earth,Eugenia Novoa
Thu Dec 13 13:41:50 +0000 2018,0,False,,['AbortoLegal'],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GabyStewart Deberías sentirte ofendida por como pensas. Ese orco de pelo verde, tiene más capacidad racional que vos.  #AbortoLegal",,💫Cami💫
Thu Dec 13 13:41:34 +0000 2018,0,False,,"['ResumenDigital2018', 'Instagram', 'AbortoLegal']",no,1,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AgenciaCocom: 📌 #ResumenDigital2018
#Instagram: 🔎 El debate por el #AbortoLegal fue lo más comentado en la red social Instagram por los…",Ciudad Autónoma de Buenos Aire,Yamila Buboff
Thu Dec 13 13:36:57 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK",esperanza,M.C.5
Thu Dec 13 13:36:27 +0000 2018,0,False,,[],no,52,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,,Lujan Lozano
Thu Dec 13 13:35:12 +0000 2018,0,False,,[],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Badkrakens La conferencia fue hecha por parte de las actrices y compañeras de Thelma que decidieron apoyar y forta… https://t.co/VPpogtA3i6,Argentina,кαтια
Thu Dec 13 13:35:06 +0000 2018,0,False,,[],no,52,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,,Ma Ramos
Thu Dec 13 13:33:44 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,,Ballesteros
Thu Dec 13 13:32:23 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK",Creando un mundo sin escalones,CREDULIDAD
Thu Dec 13 13:32:02 +0000 2018,2,False,,"['ResumenDigital2018', 'Instagram', 'AbortoLegal']",no,1,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","📌 #ResumenDigital2018
#Instagram: 🔎 El debate por el #AbortoLegal fue lo más comentado en la red social Instagram p… https://t.co/S0KpqrahUc",Ciudad de Buenos Aires,Agencia COCOM
Thu Dec 13 13:31:43 +0000 2018,0,False,,[],no,52,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LeandroFlocco: El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos (#Abu…,caba,Emanuel J. Armando
Thu Dec 13 13:29:14 +0000 2018,127,False,,[],no,52,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",El otro día me indigne cuando @actrices_arg hizo de una denuncia tan dolorosa sobre un tema que nos afecta a todos… https://t.co/qnMjY2BdmW,Argentina,Leandro Flocco
Thu Dec 13 13:15:52 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,Clandestinidad,Antonov🔻 🎗
Thu Dec 13 13:10:54 +0000 2018,0,False,,['AbortoLegal'],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mauriciomacri no permitirles decidir sobre su cuerpo es también una forma de violencia, ya te olvidaste q votaron en contra?. #AbortoLegal","Francisco Alvarez, Moreno",Negro Choriplanero
Thu Dec 13 13:10:10 +0000 2018,0,False,"{'coordinates': [38.7272, -90.3831], 'type': 'Point'}",[],no,0,False,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","@Regran_ed from @feministsad_  -  Nos llaman locas/Exageradas/Histericas, esto es lo que vivimos dia a dia. 
hijos… https://t.co/cyZ7BT4qAf",#Sacramento,blacklikeyourmaker
Thu Dec 13 13:02:08 +0000 2018,0,False,,['AbortoLegal'],no,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Te das cuenta de cuánta falta de empatía hay en que señalen al feminismo por el #AbortoLegal y no vean las miles de… https://t.co/ROT2Ris9qd,Tetã Paraguái,piano man
Thu Dec 13 12:56:10 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,,Ya no tengo miedo
Thu Dec 13 12:52:02 +0000 2018,0,False,,"['argentina', 'abortolegalya', 'quesealey']",no,1,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","En 2018, los hashtags con mayor crecimiento fueron #argentina (3.7 millones), #abortolegalya (213K), #quesealey (11… https://t.co/NdXUXucdVU",Capital Federal,Rocío Bravo
Thu Dec 13 12:51:59 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK","Rosario, Argentina",Sereshita🍄
Thu Dec 13 12:51:49 +0000 2018,0,False,,['AbortoLegal'],no,1,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @Milagross_C: Siempre es buen momento para recordar esta foto #AbortoLegal https://t.co/w4OYA0K0Cz,,🦄
Thu Dec 13 12:48:46 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,Gernika-Lumo ,Eider Bermeosolo
Thu Dec 13 12:47:26 +0000 2018,6,False,,['AbortoLegal'],no,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ramiropoce Lo mismo hizo con el debate por el #AbortoLegal, desprecia la agenda feminista como muchos periodistas… https://t.co/m3tsURdZYn",Buenos Aires,Lucía García Itzigsohn 💚
Thu Dec 13 12:45:25 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,,Georgina Olivera
Thu Dec 13 12:35:55 +0000 2018,0,False,,['AbortoLegal'],no,1615,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @debnamslipz: Katheryn Winnick diciendo que el aborto debería ser legal. 💚✊🏻 

#AbortoLegal https://t.co/Vx4YvGZ4lK","Laguna Paiva,  Santa Fe",Aldana
Thu Dec 13 12:29:46 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,,Yolanda Rodriguez🔻
Thu Dec 13 12:21:57 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,,almudena roche perez
Thu Dec 13 12:17:36 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,Madrid,Feminicidio·net
Thu Dec 13 12:11:01 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,Nunca Mais,Dalacumain
Thu Dec 13 12:10:36 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,Teresina-PI,só um passarim azul
Thu Dec 13 12:08:37 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,,Leknin
Thu Dec 13 12:03:47 +0000 2018,0,False,,[],no,2,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @oleajeperpetuo: Hay en marcha un plan para detener al Feminismo en Argentina.
Buscan callar a las mujeres y negarles Derechos. 

Lo lle…",Ciudad Autónoma de Buenos Aire,Melisa de Oro
Thu Dec 13 12:03:21 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,"Madrid, Comunidad de Madrid",Miss_Meh
Thu Dec 13 12:01:02 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,Málaga,ALBA RECHE GANADORA
Thu Dec 13 12:00:50 +0000 2018,0,False,,['Brasil'],no,25,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @feminicidio: Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación. #Aborto…,València,Joan
Thu Dec 13 12:00:00 +0000 2018,7,False,,['Brasil'],no,25,False,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Futura ministra que es pastora de la iglesia cristiana en #Brasil buscará prohibir el aborto en caso de violación.… https://t.co/BdNjqVFiRd,Madrid,Feminicidio·net
